Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
873056470,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873056518,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873106235,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873107225,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873156380,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873156422,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873206170,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873206195,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873256144,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873256199,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873306128,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873306184,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873356427,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873356500,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873406292,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873406318,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873456216,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873456252,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873506097,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873506164,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873556060,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873556315,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873606240,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873606429,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873656087,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873656276,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873706062,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873706193,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873756273,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873756573,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873806281,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873806331,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873856973,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873857001,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873906647,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873906666,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
873956227,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
873956278,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874006118,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874006384,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874056341,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874056361,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874106045,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874106624,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874156059,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874156259,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874206144,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874206187,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874256087,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874256329,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874306024,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874306195,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874356305,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874356348,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874406159,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874406181,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874456283,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874456302,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874506109,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874506734,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874556141,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874556238,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874606135,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874606187,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874656031,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874656335,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874706028,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874706214,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874756096,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874756363,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874806196,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874806220,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874856173,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874856335,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874906126,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874906287,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
874956031,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
874956200,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875006130,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875006399,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875056051,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875056215,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875106030,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875107445,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875157857,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875157886,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875206215,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875206268,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875256132,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875256335,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875306093,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875306396,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875356038,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875356336,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875406219,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875406238,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875456040,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875456225,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875506279,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875506468,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875556112,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875556327,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875606106,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875606206,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875656059,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875656267,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875706072,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875706150,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875756224,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875756274,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875806523,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875806622,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875856092,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875856186,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875906244,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875906268,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
875956078,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
875956240,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876006070,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876006240,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876056266,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876056397,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876106288,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876106578,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876156142,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876156253,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876206194,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876206306,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876256019,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876256340,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876306081,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876306302,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876356031,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876356415,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876406082,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876406231,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876456078,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876456220,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876506454,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876506471,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876556310,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876556367,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876606345,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876606370,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876656072,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876656320,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876706309,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876706426,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876756051,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876756202,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876806301,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876806330,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876856164,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876856362,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876905986,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876906373,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
876955996,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
876956235,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877006060,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877006261,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877056089,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877056392,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877106061,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877107070,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877156098,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877156283,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877206258,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877206400,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877256371,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877256413,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877306228,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877306276,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877356922,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877356971,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877406284,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877406422,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877456277,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877456294,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877506144,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877506255,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877556129,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877556261,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877606066,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877606201,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877656311,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877656334,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877706092,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877706225,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877756172,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877756237,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877806527,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877806557,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877856034,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877856226,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877906075,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877906298,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
877956015,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
877956204,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878007545,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878007676,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878056089,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878056286,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878106182,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878106572,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878156140,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878156274,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878206113,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878206424,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878256120,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878256362,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878306148,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878306736,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878356043,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878356226,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878406354,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878406369,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878456170,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878456308,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878506103,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878506288,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878556205,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878556230,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878606030,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878606296,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878656082,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878656201,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878706174,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878706238,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878756092,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878756236,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878806139,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878806248,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878856106,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878856328,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878906172,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878906254,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
878956331,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
878956377,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879006381,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879006430,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879056214,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879056330,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879106208,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879106407,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879156346,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879156364,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879206163,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879206298,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879256359,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879256406,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879307716,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879307734,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879356316,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879356365,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879406216,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879406306,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879456167,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879456353,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879506480,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879506818,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879556193,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879556395,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879606240,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879606311,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879656346,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879656398,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879706338,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879706384,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879756959,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879756978,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879806208,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879806262,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879856273,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879856440,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879906252,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879906292,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
879956091,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
879956273,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880006187,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880006426,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880056200,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880056624,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880106547,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880106564,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880156104,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880156270,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880206265,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880206284,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880256220,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880256273,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880306140,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880306396,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880356230,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880356300,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880406265,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880406574,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880456111,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880456249,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880506454,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880506494,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880556113,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880556288,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880606589,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880606616,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880656266,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880656359,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880706154,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880706344,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880756162,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880756280,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880807620,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880807636,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880856219,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880856468,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880906193,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880906393,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
880956220,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
880956458,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881006331,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881006473,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881057404,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881057454,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881106348,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881106365,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881156297,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881156361,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881206215,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881206409,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881256274,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881256292,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881306280,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881306303,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881356368,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881356389,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881406321,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881406344,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881456484,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881456515,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881506371,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881506470,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881556350,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881556369,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881606378,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881606423,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881656409,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881656557,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881706297,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881706321,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881756403,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881756423,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881806245,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881806351,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881856283,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881856442,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881906747,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881906766,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
881956158,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
881956470,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882006236,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882006294,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882056259,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882056415,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882106734,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882106788,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882156318,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882156372,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882206248,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882206379,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882256352,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882256372,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882307677,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882307716,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882356202,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882356441,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882406390,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882406532,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882456462,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882456485,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882506171,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882506455,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882556331,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882556431,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882606124,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882606279,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882656384,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
882656488,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
882706301,00000325,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
